id,question_id,response,model_id,is_correct
dd9b4ce2-82f9-438d-bbe5-e2cd9cd70225,62,B,claude-3-sonnet-20240229,False
44296c3f-a2ac-4f1c-8184-d5c5e34749f9,63,C,claude-3-sonnet-20240229,False
29737420-bd65-4b3d-9d66-fbda072fb96c,64,B,claude-3-sonnet-20240229,True
a25d2551-0822-4b7a-9e3f-db71ccfee6e9,65,C,claude-3-sonnet-20240229,False
930ba008-1579-4a32-9ed8-a653de87b1cb,66,D,claude-3-sonnet-20240229,False
6d157e99-e2b1-4171-b868-c0754ade6fa0,67,C,claude-3-sonnet-20240229,False
dca2553b-fc51-4710-9aa5-c41a99ca7d91,68,B,claude-3-sonnet-20240229,False
f4bdd257-cd31-4f00-8df1-410c68b515fc,69,B,claude-3-sonnet-20240229,False
c6a81a0b-4448-4341-b711-afadfc93ce8c,70,C,claude-3-sonnet-20240229,False
14325930-476b-4033-9cb6-70984358ccec,71,C,claude-3-sonnet-20240229,False
f7ebc7cc-e265-46e3-a497-3b93f4a83f39,72,D,claude-3-sonnet-20240229,True
e53f0152-7111-4076-9a49-54fa1b089a78,73,C,claude-3-sonnet-20240229,False
593ee8f9-e1e3-49fe-afa8-a7c6df874db7,74,B,claude-3-sonnet-20240229,False
c3dc43db-fd72-4216-96df-3f0ee49a7213,75,D,claude-3-sonnet-20240229,True
14880973-b038-433c-94ca-3be2607b8fe1,76,C,claude-3-sonnet-20240229,False
78618692-cc01-4fcd-a9de-9553e4cf8938,77,C,claude-3-sonnet-20240229,True
fbfbee9f-23ca-4658-ac89-4be2c2be4814,78,C,claude-3-sonnet-20240229,False
bd2cb6d6-796d-42e1-b2e3-913cccf5250f,79,B,claude-3-sonnet-20240229,True
2a17b5ce-82e3-4520-9fb4-b0213073fbd7,80,C,claude-3-sonnet-20240229,True
8113b4ac-d897-4619-b423-a00d97be3c55,81,B,claude-3-sonnet-20240229,True
50c9ddc5-a889-4b4e-8449-020fe3d79e2b,82,C,claude-3-sonnet-20240229,False
43ad0acc-926f-448f-858a-d4342eba7f97,83,D,claude-3-sonnet-20240229,False
5e919093-47e5-4139-a6e6-5bbce8bdf8a1,84,B,claude-3-sonnet-20240229,False
ee78b865-51ea-4d34-adcd-11b924871392,85,C,claude-3-sonnet-20240229,False
db340e23-6610-4cd4-9c74-1754ddc34f81,86,D,claude-3-sonnet-20240229,False
0f6f5d25-afbe-4e08-a40e-45cdddd55dfc,87,D,claude-3-sonnet-20240229,False
21dffb18-bd3c-4bc9-b218-d79788454f6b,88,B,claude-3-sonnet-20240229,False
7bc61e54-b155-4a77-a67c-0e1b2e0cbb1f,89,A,claude-3-sonnet-20240229,False
0698ba84-5cf3-4783-a5bf-436796b3f354,90,C,claude-3-sonnet-20240229,False
589925fa-fd81-426c-96a5-adcbb761090c,91,B,claude-3-sonnet-20240229,False
596b7901-23a5-4721-b2af-c3ac52897342,92,C,claude-3-sonnet-20240229,True
8bcdae48-c91b-4f06-a545-8e5b30fc957b,93,C,claude-3-sonnet-20240229,False
340f0353-64d4-469f-8739-ba27d274d280,94,D,claude-3-sonnet-20240229,True
0e553c3d-8d3b-4d53-a6b6-c05089818274,95,D,claude-3-sonnet-20240229,True
9ab219ac-067c-4e46-8a2e-aa131eb12416,96,D,claude-3-sonnet-20240229,False
16ff043c-861a-4523-8231-1fcaf04d416e,97,C,claude-3-sonnet-20240229,True
1adaa182-d05f-46af-9312-28cf65ca1b81,98,B,claude-3-sonnet-20240229,False
a8181988-1a91-468e-b805-ab0be0e6cc52,99,C,claude-3-sonnet-20240229,False
22d16284-d6a3-481f-987a-a5fcab6d5433,0,B,claude-3-opus-20240229,True
b14edbae-474c-4cbe-9625-5741f9bac90d,1,C,claude-3-opus-20240229,False
b5cb2e74-e025-422e-836f-2789d1db9d4b,2,B,claude-3-opus-20240229,False
08cbfdaf-6cbd-44ba-b67d-4c478832cf26,3,D,claude-3-opus-20240229,False
8d907ea9-2a9f-4046-a1ab-b371127ecbdf,4,D,claude-3-opus-20240229,False
bf95e2e1-d557-4517-b3e7-a439ebc898bc,5,B,claude-3-opus-20240229,False
dc67c9b4-4f40-44a0-a34d-c6bc93b878de,6,C,claude-3-opus-20240229,True
400e95ab-5f27-4928-b53c-52b7afb3a464,7,D,claude-3-opus-20240229,False
1ce7aaa3-2d9b-414c-b9ba-311c2b573162,8,C,claude-3-opus-20240229,True
68c19bc7-5935-4037-94e1-e7a1c2c7eadd,9,C,claude-3-opus-20240229,False
853fa273-d2b5-4a35-9ca6-4c63877dd3d0,10,D,claude-3-opus-20240229,True
b8a83726-d4f2-473b-96bf-2c3bc6bf8073,11,B,claude-3-opus-20240229,True
35c051ce-5f83-48a4-b7f9-f1f0c6f8ac1b,12,D,claude-3-opus-20240229,False
5b272962-2a03-4cf5-b0d8-c2607a4c155d,13,A,claude-3-opus-20240229,False
747d3bf5-495f-415c-a7fb-e766e7d0ae66,14,C,claude-3-opus-20240229,False
5594ced8-1a70-428f-bc80-5765134f99b3,15,D,claude-3-opus-20240229,True
962534af-67d9-4234-992a-6f84a41f8623,16,B,claude-3-opus-20240229,True
5ff65040-9d4d-404e-9ec0-f7c9945c88d2,17,B,claude-3-opus-20240229,False
f66e7007-b189-41cc-8e02-b6d7c8b4a64d,18,B,claude-3-opus-20240229,False
5a87fb39-ab54-44f3-a290-d0c27d12992e,19,C,claude-3-opus-20240229,False
7ab4c444-4852-47ea-848c-14fe1c9a644b,20,D,claude-3-opus-20240229,True
22146aa1-50ca-45fe-8642-0db75eeea6bc,21,C,claude-3-opus-20240229,False
ff940b7b-e056-4a61-9b56-086d3e1bcc41,22,B,claude-3-opus-20240229,True
07495721-e05e-4722-8393-6e7c71259e89,23,C,claude-3-opus-20240229,False
b92117e4-5c03-4758-bf45-9cff063f600e,24,B,claude-3-opus-20240229,True
50d46b4f-c9f0-49c9-a6a9-bffbeeaf58fc,25,B,claude-3-opus-20240229,False
950a3061-acbf-499e-ae6c-fe16cd22abb0,26,D,claude-3-opus-20240229,True
9c56c967-d3d4-47e4-a970-2bd41f6d5aaf,27,C,claude-3-opus-20240229,False
400b366e-fbe9-4ff8-bb92-3942673f269b,28,C,claude-3-opus-20240229,False
b740b128-e924-47d5-a990-974372c8e71a,29,A,claude-3-opus-20240229,False
900b955a-f685-4952-b86b-480f5844243d,30,D,claude-3-opus-20240229,False
67f01d2f-5e75-4ae8-ba4f-d742e10c65f0,31,B,claude-3-opus-20240229,True
2c4d2dba-94be-44ea-9dbd-316bc427d86a,32,B,claude-3-opus-20240229,True
3e53b85b-efdb-4b72-8e1a-d03daea39a6b,33,C,claude-3-opus-20240229,True
d9824345-170b-4de9-9baf-660e53e7838b,34,D,claude-3-opus-20240229,True
73b1787c-1cf4-43b8-80a2-4a515bd22bb4,35,D,claude-3-opus-20240229,True
a45b0eae-16b2-42f6-9be9-67b62da879d1,36,B,claude-3-opus-20240229,False
3277988c-14be-4aff-ad89-5f5df2dbfef9,37,B,claude-3-opus-20240229,False
d13d4723-061a-4a5a-8f45-bd43f92e7d54,38,C,claude-3-opus-20240229,False
e218cd59-eddd-40df-b302-fb99b3804f00,39,D,claude-3-opus-20240229,False
ae0ebdfe-2ecc-49c6-8101-c777d28e9a0d,40,B,claude-3-opus-20240229,True
57228fa0-538e-4bc6-aae9-fbc02b5472b6,41,D,claude-3-opus-20240229,True
48c2beda-ba2c-48f5-bf77-36a18fda0ac2,42,B,claude-3-opus-20240229,False
66589974-592c-4c4c-b446-fa2d3b5b6afe,43,C,claude-3-opus-20240229,False
b64e88a7-11ac-4d0e-b007-fa8b889e6593,44,D,claude-3-opus-20240229,True
24e6c090-3001-482f-9cd7-e84b5e930dff,45,B,claude-3-opus-20240229,False
528b559a-a6a9-4dd3-9cac-0db5ae619ee4,46,B,claude-3-opus-20240229,True
5a4c2ef3-0151-4280-aa08-1e5a9ce2658d,47,B,claude-3-opus-20240229,True
6ca9b4c9-ad27-42fd-bd8d-dec0cf003e4d,48,C,claude-3-opus-20240229,True
b865ee3f-07db-4447-802c-052a09fb0c0f,49,A,claude-3-opus-20240229,False
0b27bdeb-6afb-48fc-964e-cd60ac18e99b,50,C,claude-3-opus-20240229,False
9f898383-2235-4906-b6cc-c1772772425a,51,B,claude-3-opus-20240229,True
7849dfbb-33ef-4b99-92b2-bd4c636ba3f4,52,C,claude-3-opus-20240229,True
118fac81-0520-4166-9b8b-ebfb1755f249,53,D,claude-3-opus-20240229,False
118f7ced-a37d-4820-8e87-5869715ac9ce,54,C,claude-3-opus-20240229,False
1f14ed35-30b8-416d-8544-17b8344667cd,55,D,claude-3-opus-20240229,True
bd0f60c5-50fe-4768-8245-c5da1cbf1ee5,56,C,claude-3-opus-20240229,False
07c2a6f8-f9ed-49dc-b9d9-ba120254409a,57,D,claude-3-opus-20240229,True
6b19ef48-dad5-4d14-b62e-f1fc3bc36021,58,D,claude-3-opus-20240229,False
a129facb-cf72-460e-afcc-427a1e8ad337,59,B,claude-3-opus-20240229,False
d5f2307a-35c0-4780-bbdf-fa12326f3e1c,60,B,claude-3-opus-20240229,True
42d0793a-a868-4c57-8a10-417beda30191,61,A,claude-3-opus-20240229,True
64ee4cab-8135-4974-bd5d-ea3ed1fc72e2,62,A,claude-3-opus-20240229,True
9e23de82-2246-467c-b287-6833c41de5cb,63,C,claude-3-opus-20240229,False
85667de5-259a-405c-a077-fa7387b63c4f,64,B,claude-3-opus-20240229,True
518d5202-cf94-4fde-bdeb-52af06cb78d0,65,D,claude-3-opus-20240229,True
ec0d307c-3510-44bd-a842-41685c95fd77,66,D,claude-3-opus-20240229,False
d1cf4ab9-5063-435c-9b84-edfb1b8bdc79,67,B,claude-3-opus-20240229,False
7fd1d0dc-6196-454b-b0bd-3a12d9a010bd,68,B,claude-3-opus-20240229,False
399f6efc-f831-41d8-bad4-ffe6d4580971,69,D,claude-3-opus-20240229,False
c846c6c5-d10e-44d2-9359-56321b5bd696,70,D,claude-3-opus-20240229,True
b0e44242-17a8-4a83-9f89-6d4853e57148,71,D,claude-3-opus-20240229,True
139110bb-e3c4-4d50-800d-210ac31f65c1,72,D,claude-3-opus-20240229,True
2ca14f6d-8f71-40c5-92f2-06f39b673711,73,D,claude-3-opus-20240229,True
905d0a70-9554-4256-8f98-b2eb1c6c6d66,74,A,claude-3-opus-20240229,False
3dcb948a-87c0-4889-a1af-c4c8c78f9f2b,75,C,claude-3-opus-20240229,False
0382d747-9360-4016-873c-600ad180fc7f,76,D,claude-3-opus-20240229,True
480e99a5-e544-4ec8-8c55-b9114899d714,77,D,claude-3-opus-20240229,False
b21ddc6b-880b-4042-8656-1c3d4233a0ad,78,B,claude-3-opus-20240229,True
b6d92859-1a95-4ba6-bb5b-63772fa964ef,79,D,claude-3-opus-20240229,False
aa2ad7d3-c1b6-4a05-aa9d-68e6bb2bbf56,80,C,claude-3-opus-20240229,True
f6d5f01a-aacd-4ace-8d10-687439fa5838,81,C,claude-3-opus-20240229,False
3c5b9490-bf6c-452b-9f48-61403fb766d0,82,C,claude-3-opus-20240229,False
4711150a-8585-46fc-8205-276a096f42cf,83,B,claude-3-opus-20240229,False
9b25fd59-d202-489d-82c8-c54d78c44aae,84,C,claude-3-opus-20240229,True
c71c630b-7abc-46d8-9a3f-daab5468e27a,85,C,claude-3-opus-20240229,False
644efd1e-007d-4b0b-b11d-1d046558cd0e,86,E,claude-3-opus-20240229,False
5b879747-bdac-475a-ae29-183ee33a3e72,87,C,claude-3-opus-20240229,True
4b5b403e-06cf-4ecb-8932-a10c54209013,88,C,claude-3-opus-20240229,True
8f3b13e0-7a6d-4bad-8ad8-b82487e67866,89,C,claude-3-opus-20240229,True
ee8fab1f-7fb2-4b02-965c-6e5bdcbc86fe,90,C,claude-3-opus-20240229,False
f49b43e6-4a52-4398-98fa-e21648d2b106,91,D,claude-3-opus-20240229,False
2914d0ee-ce22-4ea6-b7a3-523392c31b8a,92,B,claude-3-opus-20240229,False
2b0821ef-61e8-478a-9b35-2370575a9034,93,C,claude-3-opus-20240229,False
dfc667fa-bf79-42bc-81bf-45d6a12aec7a,94,D,claude-3-opus-20240229,True
f6a2de3b-0a16-4a71-bcab-34486a7c92bb,95,D,claude-3-opus-20240229,True
d0b4096d-339c-49e4-879e-6b15327e34fa,96,D,claude-3-opus-20240229,False
ede61d4a-09a2-4db4-9038-18c102b42b87,97,C,claude-3-opus-20240229,True
40cdf72a-b615-4161-96b5-0b77dc19dd9c,98,C,claude-3-opus-20240229,False
d9c77a91-3d12-4a31-a3ae-29d4d02cbc2e,99,C,claude-3-opus-20240229,False
